Heartbeat,Hours_Worked,Weather,Location,Recommendation
55,4,Sunny,Urban,Public Interaction
86,13,Sunny,Urban,Public Interaction
73,7,Sunny,Urban,Public Interaction
77,12,Cloudy,Urban,Public Interaction
63,5,Rainy,Suburban,Walk
67,11,Cloudy,Suburban,Meditation
70,7,Sunny,Rural,Meditation
70,10,Rainy,Urban,Public Interaction
82,4,Sunny,Suburban,Meditation
56,4,Sunny,Rural,Meditation
93,9,Cloudy,Urban,Public Interaction
71,10,Snowy,Rural,Meditation
87,5,Cloudy,Urban,Public Interaction
69,9,Cloudy,Suburban,Meditation
83,10,Snowy,Urban,Public Interaction
86,11,Snowy,Urban,Public Interaction
59,4,Rainy,Suburban,Walk
54,8,Sunny,Rural,Meditation
109,11,Rainy,Rural,Walk
54,11,Rainy,Urban,Public Interaction
66,12,Snowy,Urban,Public Interaction
87,11,Snowy,Urban,Public Interaction
52,13,Sunny,Urban,Public Interaction
87,6,Rainy,Rural,Walk
72,5,Snowy,Urban,Public Interaction
95,10,Sunny,Urban,Public Interaction
101,6,Cloudy,Rural,Meditation
54,6,Snowy,Suburban,Meditation
101,5,Sunny,Suburban,Meditation
94,10,Rainy,Urban,Public Interaction
51,7,Sunny,Suburban,Meditation
64,8,Sunny,Rural,Meditation
87,7,Cloudy,Rural,Meditation
62,4,Sunny,Suburban,Meditation
103,9,Sunny,Urban,Public Interaction
97,5,Sunny,Suburban,Meditation
94,10,Rainy,Suburban,Walk
80,10,Rainy,Rural,Walk
60,8,Sunny,Suburban,Meditation
51,12,Rainy,Suburban,Walk
82,4,Cloudy,Rural,Meditation
72,9,Cloudy,Suburban,Meditation
66,12,Cloudy,Suburban,Meditation
69,12,Cloudy,Urban,Public Interaction
65,7,Sunny,Suburban,Meditation
76,12,Sunny,Urban,Public Interaction
74,8,Rainy,Urban,Public Interaction
51,4,Snowy,Suburban,Meditation
99,4,Cloudy,Suburban,Meditation
102,4,Sunny,Rural,Meditation
102,5,Sunny,Rural,Meditation
77,5,Rainy,Urban,Public Interaction
65,4,Sunny,Suburban,Meditation
67,10,Rainy,Rural,Walk
74,7,Sunny,Urban,Public Interaction
81,5,Sunny,Urban,Public Interaction
83,10,Rainy,Suburban,Walk
84,11,Sunny,Rural,Meditation
87,9,Sunny,Urban,Public Interaction
55,13,Sunny,Suburban,Meditation
67,8,Cloudy,Urban,Public Interaction
97,11,Sunny,Suburban,Reflection
109,10,Rainy,Suburban,Walk
53,10,Sunny,Urban,Public Interaction
94,7,Sunny,Rural,Meditation
72,8,Sunny,Urban,Public Interaction
106,6,Sunny,Suburban,Meditation
98,12,Cloudy,Suburban,Reflection
73,7,Sunny,Urban,Public Interaction
104,5,Cloudy,Urban,Public Interaction
69,8,Cloudy,Rural,Meditation
71,11,Cloudy,Rural,Meditation
105,12,Sunny,Rural,Reflection
85,12,Cloudy,Suburban,Meditation
70,10,Rainy,Urban,Public Interaction
50,6,Sunny,Urban,Public Interaction
96,11,Rainy,Suburban,Walk
59,13,Cloudy,Rural,Meditation
77,4,Cloudy,Rural,Meditation
68,10,Snowy,Urban,Public Interaction
52,8,Sunny,Suburban,Meditation
101,9,Sunny,Rural,Meditation
101,11,Sunny,Rural,Reflection
81,12,Sunny,Rural,Meditation
99,5,Rainy,Suburban,Walk
105,13,Sunny,Rural,Reflection
93,5,Cloudy,Suburban,Meditation
99,4,Cloudy,Rural,Meditation
60,6,Cloudy,Urban,Public Interaction
94,6,Snowy,Rural,Meditation
76,5,Sunny,Rural,Meditation
98,10,Sunny,Suburban,Meditation
82,6,Snowy,Rural,Meditation
73,10,Rainy,Suburban,Walk
103,12,Sunny,Urban,Public Interaction
58,5,Cloudy,Rural,Meditation
50,4,Sunny,Rural,Meditation
67,12,Sunny,Suburban,Meditation
60,10,Sunny,Urban,Public Interaction
50,6,Snowy,Suburban,Meditation
62,7,Sunny,Suburban,Meditation
98,12,Sunny,Urban,Public Interaction
99,6,Cloudy,Suburban,Meditation
80,13,Cloudy,Rural,Meditation
65,5,Rainy,Rural,Walk
108,11,Rainy,Rural,Walk
102,11,Sunny,Rural,Reflection
86,9,Sunny,Rural,Meditation
52,9,Cloudy,Suburban,Meditation
57,11,Sunny,Suburban,Meditation
100,13,Rainy,Suburban,Walk
81,12,Sunny,Suburban,Meditation
95,4,Rainy,Rural,Walk
82,6,Cloudy,Suburban,Meditation
101,8,Rainy,Suburban,Walk
86,4,Sunny,Urban,Public Interaction
84,7,Sunny,Suburban,Meditation
58,5,Sunny,Urban,Public Interaction
75,13,Rainy,Urban,Public Interaction
108,10,Rainy,Rural,Walk
74,11,Sunny,Rural,Meditation
103,8,Rainy,Rural,Walk
60,7,Cloudy,Urban,Public Interaction
100,13,Rainy,Suburban,Walk
90,12,Sunny,Urban,Public Interaction
62,13,Cloudy,Urban,Public Interaction
89,5,Cloudy,Urban,Public Interaction
100,4,Sunny,Suburban,Meditation
100,10,Cloudy,Rural,Meditation
62,4,Snowy,Urban,Public Interaction
89,10,Cloudy,Rural,Meditation
105,12,Sunny,Rural,Reflection
92,11,Snowy,Suburban,Reflection
98,8,Sunny,Urban,Public Interaction
96,13,Cloudy,Rural,Reflection
59,7,Sunny,Suburban,Meditation
77,12,Cloudy,Suburban,Meditation
106,13,Cloudy,Rural,Reflection
96,13,Cloudy,Suburban,Reflection
106,8,Sunny,Urban,Public Interaction
50,8,Cloudy,Suburban,Meditation
60,4,Rainy,Rural,Walk
91,5,Rainy,Suburban,Walk
81,8,Rainy,Suburban,Walk
99,8,Cloudy,Urban,Public Interaction
56,6,Rainy,Rural,Walk
84,10,Sunny,Urban,Public Interaction
67,10,Cloudy,Suburban,Meditation
52,11,Sunny,Rural,Meditation
59,7,Cloudy,Suburban,Meditation
97,13,Sunny,Suburban,Reflection
79,5,Sunny,Suburban,Meditation
69,13,Sunny,Rural,Meditation
74,9,Sunny,Suburban,Meditation
66,10,Sunny,Urban,Public Interaction
94,6,Sunny,Suburban,Meditation
87,8,Rainy,Urban,Public Interaction
100,8,Sunny,Suburban,Meditation
82,4,Sunny,Suburban,Meditation
97,12,Rainy,Suburban,Walk
59,8,Sunny,Suburban,Meditation
99,7,Sunny,Urban,Public Interaction
97,5,Rainy,Rural,Walk
107,13,Sunny,Rural,Reflection
52,7,Cloudy,Suburban,Meditation
55,7,Snowy,Suburban,Meditation
56,12,Rainy,Rural,Walk
79,5,Sunny,Suburban,Meditation
93,13,Sunny,Suburban,Reflection
83,12,Sunny,Rural,Meditation
62,9,Cloudy,Suburban,Meditation
93,8,Rainy,Rural,Walk
87,5,Cloudy,Urban,Public Interaction
57,10,Sunny,Suburban,Meditation
108,6,Cloudy,Urban,Public Interaction
64,4,Cloudy,Suburban,Meditation
80,4,Sunny,Rural,Meditation
96,5,Cloudy,Rural,Meditation
100,11,Sunny,Urban,Public Interaction
88,10,Sunny,Urban,Public Interaction
56,5,Sunny,Suburban,Meditation
109,9,Sunny,Rural,Meditation
76,6,Sunny,Suburban,Meditation
79,7,Rainy,Urban,Public Interaction
53,5,Sunny,Suburban,Meditation
69,9,Sunny,Urban,Public Interaction
92,4,Sunny,Suburban,Meditation
62,10,Sunny,Rural,Meditation
76,10,Sunny,Rural,Meditation
91,11,Sunny,Rural,Reflection
108,5,Sunny,Suburban,Meditation
66,10,Sunny,Urban,Public Interaction
77,13,Rainy,Urban,Public Interaction
74,10,Cloudy,Rural,Meditation
94,5,Sunny,Suburban,Meditation
103,5,Rainy,Rural,Walk
104,7,Sunny,Rural,Meditation
65,4,Snowy,Urban,Public Interaction
52,8,Cloudy,Urban,Public Interaction
83,6,Sunny,Urban,Public Interaction
72,9,Sunny,Suburban,Meditation
106,13,Sunny,Urban,Public Interaction
67,4,Rainy,Rural,Walk
51,7,Sunny,Urban,Public Interaction
93,13,Sunny,Rural,Reflection
76,6,Sunny,Suburban,Meditation
87,12,Sunny,Urban,Public Interaction
106,7,Rainy,Rural,Walk
109,7,Sunny,Urban,Public Interaction
65,5,Sunny,Rural,Meditation
76,9,Sunny,Urban,Public Interaction
108,8,Sunny,Rural,Meditation
50,8,Rainy,Urban,Public Interaction
99,12,Sunny,Rural,Reflection
93,11,Sunny,Urban,Public Interaction
72,6,Sunny,Rural,Meditation
62,6,Cloudy,Suburban,Meditation
109,8,Sunny,Urban,Public Interaction
95,5,Rainy,Suburban,Walk
107,7,Sunny,Rural,Meditation
103,9,Sunny,Suburban,Meditation
51,9,Rainy,Rural,Walk
59,9,Rainy,Rural,Walk
97,6,Rainy,Suburban,Walk
78,13,Sunny,Suburban,Meditation
72,10,Snowy,Suburban,Meditation
80,8,Sunny,Suburban,Meditation
95,11,Sunny,Urban,Public Interaction
56,10,Sunny,Urban,Public Interaction
97,7,Sunny,Suburban,Meditation
51,8,Sunny,Urban,Public Interaction
54,6,Sunny,Urban,Public Interaction
94,13,Sunny,Rural,Reflection
79,4,Rainy,Suburban,Walk
83,12,Sunny,Suburban,Meditation
105,5,Sunny,Rural,Meditation
94,10,Cloudy,Rural,Meditation
76,9,Sunny,Suburban,Meditation
74,13,Sunny,Suburban,Meditation
89,6,Rainy,Urban,Public Interaction
56,11,Sunny,Urban,Public Interaction
88,5,Rainy,Suburban,Walk
60,10,Sunny,Urban,Public Interaction
63,13,Sunny,Suburban,Meditation
89,8,Sunny,Rural,Meditation
78,9,Cloudy,Urban,Public Interaction
75,11,Sunny,Urban,Public Interaction
51,11,Sunny,Rural,Meditation
69,5,Sunny,Suburban,Meditation
87,10,Rainy,Suburban,Walk
57,4,Cloudy,Suburban,Meditation
102,9,Sunny,Suburban,Meditation
103,5,Cloudy,Suburban,Meditation
103,4,Snowy,Suburban,Meditation
88,13,Sunny,Rural,Meditation
103,7,Cloudy,Rural,Meditation
76,13,Sunny,Urban,Public Interaction
68,10,Cloudy,Urban,Public Interaction
98,7,Sunny,Rural,Meditation
53,4,Snowy,Rural,Meditation
79,9,Rainy,Urban,Public Interaction
64,12,Rainy,Suburban,Walk
84,4,Snowy,Suburban,Meditation
61,11,Sunny,Suburban,Meditation
60,9,Rainy,Urban,Public Interaction
66,6,Snowy,Rural,Meditation
54,4,Sunny,Suburban,Meditation
52,9,Rainy,Rural,Walk
68,13,Sunny,Urban,Public Interaction
71,5,Sunny,Rural,Meditation
88,11,Sunny,Rural,Meditation
92,10,Sunny,Suburban,Meditation
79,13,Rainy,Urban,Public Interaction
77,13,Sunny,Urban,Public Interaction
60,5,Rainy,Rural,Walk
103,7,Sunny,Urban,Public Interaction
91,13,Rainy,Urban,Public Interaction
50,7,Rainy,Suburban,Walk
78,9,Cloudy,Urban,Public Interaction
86,10,Rainy,Rural,Walk
79,11,Sunny,Rural,Meditation
95,13,Rainy,Suburban,Walk
61,13,Snowy,Suburban,Meditation
50,13,Rainy,Urban,Public Interaction
100,5,Sunny,Suburban,Meditation
97,8,Sunny,Urban,Public Interaction
79,5,Sunny,Suburban,Meditation
71,4,Sunny,Suburban,Meditation
98,10,Sunny,Urban,Public Interaction
54,10,Sunny,Rural,Meditation
96,11,Rainy,Urban,Public Interaction
60,13,Snowy,Suburban,Meditation
79,10,Cloudy,Urban,Public Interaction
104,7,Sunny,Rural,Meditation
64,11,Cloudy,Urban,Public Interaction
98,7,Sunny,Urban,Public Interaction
54,11,Rainy,Rural,Walk
79,11,Sunny,Rural,Meditation
67,7,Sunny,Suburban,Meditation
68,7,Snowy,Suburban,Meditation
105,5,Sunny,Suburban,Meditation
94,6,Rainy,Rural,Walk
62,11,Cloudy,Suburban,Meditation
98,13,Snowy,Suburban,Reflection
86,7,Snowy,Suburban,Meditation
62,10,Sunny,Suburban,Meditation
81,8,Sunny,Urban,Public Interaction
84,9,Rainy,Suburban,Walk
91,13,Sunny,Rural,Reflection
51,7,Rainy,Rural,Walk
71,11,Sunny,Rural,Meditation
84,5,Snowy,Suburban,Meditation
83,12,Rainy,Urban,Public Interaction
53,12,Cloudy,Rural,Meditation
87,10,Cloudy,Suburban,Meditation
106,8,Cloudy,Rural,Meditation
100,7,Rainy,Suburban,Walk
77,6,Rainy,Suburban,Walk
72,13,Snowy,Rural,Meditation
104,10,Rainy,Suburban,Walk
100,9,Sunny,Urban,Public Interaction
102,5,Sunny,Suburban,Meditation
57,12,Sunny,Suburban,Meditation
109,11,Snowy,Rural,Reflection
64,13,Cloudy,Suburban,Meditation
88,4,Sunny,Urban,Public Interaction
95,5,Sunny,Urban,Public Interaction
74,7,Sunny,Urban,Public Interaction
50,10,Sunny,Rural,Meditation
87,8,Sunny,Rural,Meditation
81,13,Sunny,Rural,Meditation
105,4,Rainy,Rural,Walk
90,10,Rainy,Urban,Public Interaction
103,7,Snowy,Rural,Meditation
52,11,Sunny,Suburban,Meditation
84,10,Cloudy,Urban,Public Interaction
75,11,Snowy,Rural,Meditation
108,8,Cloudy,Urban,Public Interaction
105,12,Rainy,Rural,Walk
53,10,Sunny,Urban,Public Interaction
99,8,Sunny,Urban,Public Interaction
98,12,Sunny,Suburban,Reflection
83,7,Snowy,Suburban,Meditation
101,10,Sunny,Rural,Meditation
86,12,Rainy,Suburban,Walk
87,11,Cloudy,Urban,Public Interaction
58,4,Rainy,Rural,Walk
50,10,Sunny,Suburban,Meditation
80,4,Sunny,Rural,Meditation
95,12,Sunny,Suburban,Reflection
72,4,Cloudy,Suburban,Meditation
59,11,Sunny,Rural,Meditation
59,9,Rainy,Rural,Walk
63,13,Sunny,Rural,Meditation
97,6,Cloudy,Suburban,Meditation
78,13,Sunny,Urban,Public Interaction
69,7,Sunny,Rural,Meditation
74,11,Rainy,Suburban,Walk
97,7,Snowy,Suburban,Meditation
77,8,Sunny,Urban,Public Interaction
58,12,Rainy,Suburban,Walk
65,5,Rainy,Rural,Walk
91,11,Cloudy,Urban,Public Interaction
62,6,Cloudy,Urban,Public Interaction
107,5,Rainy,Rural,Walk
106,7,Sunny,Rural,Meditation
108,6,Snowy,Rural,Meditation
104,11,Rainy,Suburban,Walk
78,5,Sunny,Rural,Meditation
77,6,Cloudy,Rural,Meditation
51,4,Cloudy,Urban,Public Interaction
67,13,Sunny,Suburban,Meditation
106,7,Rainy,Rural,Walk
63,5,Sunny,Urban,Public Interaction
96,13,Sunny,Suburban,Reflection
108,7,Sunny,Suburban,Meditation
82,5,Cloudy,Rural,Meditation
68,10,Cloudy,Rural,Meditation
92,4,Sunny,Rural,Meditation
63,8,Sunny,Urban,Public Interaction
90,4,Sunny,Suburban,Meditation
65,11,Sunny,Suburban,Meditation
61,5,Sunny,Urban,Public Interaction
80,5,Sunny,Suburban,Meditation
61,12,Cloudy,Rural,Meditation
78,4,Sunny,Suburban,Meditation
95,7,Sunny,Urban,Public Interaction
99,4,Rainy,Suburban,Walk
80,4,Rainy,Urban,Public Interaction
96,12,Rainy,Urban,Public Interaction
64,6,Sunny,Urban,Public Interaction
76,6,Rainy,Rural,Walk
71,12,Snowy,Rural,Meditation
85,5,Snowy,Suburban,Meditation
65,8,Rainy,Rural,Walk
76,8,Sunny,Suburban,Meditation
100,4,Rainy,Suburban,Walk
84,12,Rainy,Suburban,Walk
63,9,Cloudy,Rural,Meditation
60,8,Rainy,Suburban,Walk
78,13,Sunny,Urban,Public Interaction
86,4,Rainy,Suburban,Walk
104,12,Sunny,Suburban,Reflection
104,10,Sunny,Urban,Public Interaction
70,10,Rainy,Urban,Public Interaction
68,7,Sunny,Rural,Meditation
107,11,Sunny,Suburban,Reflection
98,7,Rainy,Rural,Walk
107,10,Rainy,Rural,Walk
75,4,Sunny,Rural,Meditation
56,12,Cloudy,Urban,Public Interaction
85,6,Sunny,Suburban,Meditation
80,10,Rainy,Suburban,Walk
55,11,Sunny,Rural,Meditation
95,11,Sunny,Rural,Reflection
64,10,Cloudy,Rural,Meditation
78,10,Cloudy,Suburban,Meditation
86,12,Rainy,Urban,Public Interaction
106,4,Sunny,Rural,Meditation
102,11,Sunny,Urban,Public Interaction
75,7,Cloudy,Rural,Meditation
53,13,Snowy,Urban,Public Interaction
55,10,Snowy,Urban,Public Interaction
73,5,Sunny,Urban,Public Interaction
51,5,Sunny,Rural,Meditation
85,11,Sunny,Suburban,Meditation
74,8,Sunny,Suburban,Meditation
61,9,Rainy,Rural,Walk
50,7,Sunny,Suburban,Meditation
58,4,Sunny,Urban,Public Interaction
67,11,Sunny,Rural,Meditation
67,6,Sunny,Suburban,Meditation
97,10,Sunny,Rural,Meditation
86,8,Sunny,Suburban,Meditation
62,6,Rainy,Suburban,Walk
101,7,Sunny,Urban,Public Interaction
94,4,Sunny,Suburban,Meditation
97,10,Sunny,Suburban,Meditation
85,4,Sunny,Urban,Public Interaction
94,4,Rainy,Rural,Walk
79,10,Rainy,Urban,Public Interaction
85,10,Sunny,Suburban,Meditation
81,12,Sunny,Suburban,Meditation
78,6,Sunny,Rural,Meditation
85,4,Sunny,Urban,Public Interaction
72,6,Snowy,Suburban,Meditation
90,11,Snowy,Suburban,Meditation
108,11,Sunny,Suburban,Reflection
53,10,Sunny,Suburban,Meditation
66,8,Sunny,Suburban,Meditation
99,6,Cloudy,Suburban,Meditation
59,5,Cloudy,Rural,Meditation
93,9,Sunny,Suburban,Meditation
66,5,Sunny,Rural,Meditation
73,4,Sunny,Rural,Meditation
70,9,Sunny,Rural,Meditation
106,12,Cloudy,Suburban,Reflection
53,7,Sunny,Urban,Public Interaction
96,11,Rainy,Urban,Public Interaction
109,13,Cloudy,Rural,Reflection
93,10,Rainy,Rural,Walk
64,6,Sunny,Suburban,Meditation
108,11,Rainy,Urban,Public Interaction
107,13,Cloudy,Urban,Public Interaction
79,5,Rainy,Urban,Public Interaction
101,12,Rainy,Rural,Walk
66,12,Sunny,Rural,Meditation
68,5,Rainy,Urban,Public Interaction
56,11,Sunny,Suburban,Meditation
58,6,Sunny,Urban,Public Interaction
71,11,Sunny,Suburban,Meditation
106,13,Sunny,Rural,Reflection
58,12,Rainy,Rural,Walk
53,13,Sunny,Suburban,Meditation
71,8,Cloudy,Suburban,Meditation
84,7,Snowy,Suburban,Meditation
68,11,Snowy,Suburban,Meditation
65,6,Rainy,Suburban,Walk
77,12,Rainy,Rural,Walk
82,5,Sunny,Rural,Meditation
65,4,Sunny,Suburban,Meditation
80,7,Cloudy,Suburban,Meditation
66,13,Sunny,Rural,Meditation
99,4,Cloudy,Suburban,Meditation
79,12,Sunny,Rural,Meditation
99,7,Rainy,Suburban,Walk
64,10,Sunny,Suburban,Meditation
87,6,Rainy,Suburban,Walk
106,10,Sunny,Urban,Public Interaction
90,8,Rainy,Rural,Walk
64,9,Sunny,Suburban,Meditation
66,13,Sunny,Urban,Public Interaction
52,10,Rainy,Rural,Walk
93,7,Sunny,Suburban,Meditation
103,8,Rainy,Suburban,Walk
74,6,Cloudy,Urban,Public Interaction
90,10,Cloudy,Urban,Public Interaction
96,11,Sunny,Urban,Public Interaction
109,9,Snowy,Rural,Meditation
102,11,Sunny,Urban,Public Interaction
59,8,Sunny,Urban,Public Interaction
78,12,Sunny,Suburban,Meditation
99,9,Rainy,Rural,Walk
77,11,Snowy,Rural,Meditation
54,11,Sunny,Suburban,Meditation
51,10,Sunny,Urban,Public Interaction
82,8,Sunny,Suburban,Meditation
68,4,Sunny,Rural,Meditation
61,10,Rainy,Rural,Walk
107,7,Snowy,Suburban,Meditation
85,6,Sunny,Rural,Meditation
101,12,Rainy,Suburban,Walk
101,5,Cloudy,Urban,Public Interaction
89,8,Sunny,Rural,Meditation
71,4,Cloudy,Suburban,Meditation
93,9,Sunny,Urban,Public Interaction
65,8,Rainy,Rural,Walk
97,4,Rainy,Rural,Walk
100,11,Cloudy,Urban,Public Interaction
108,13,Rainy,Urban,Public Interaction
69,13,Rainy,Suburban,Walk
106,5,Sunny,Suburban,Meditation
75,12,Sunny,Urban,Public Interaction
85,12,Sunny,Suburban,Meditation
59,9,Cloudy,Suburban,Meditation
69,9,Snowy,Rural,Meditation
57,5,Sunny,Urban,Public Interaction
80,5,Sunny,Suburban,Meditation
52,4,Cloudy,Urban,Public Interaction
103,13,Rainy,Urban,Public Interaction
69,10,Sunny,Rural,Meditation
64,6,Rainy,Urban,Public Interaction
107,13,Sunny,Suburban,Reflection
107,5,Sunny,Suburban,Meditation
81,9,Sunny,Urban,Public Interaction
64,8,Sunny,Suburban,Meditation
69,4,Rainy,Rural,Walk
58,5,Snowy,Urban,Public Interaction
83,12,Snowy,Rural,Meditation
55,8,Sunny,Suburban,Meditation
78,6,Sunny,Suburban,Meditation
89,5,Cloudy,Rural,Meditation
58,8,Sunny,Rural,Meditation
80,5,Sunny,Urban,Public Interaction
67,4,Cloudy,Suburban,Meditation
99,8,Cloudy,Rural,Meditation
94,13,Cloudy,Rural,Reflection
93,5,Rainy,Urban,Public Interaction
75,5,Sunny,Suburban,Meditation
61,8,Sunny,Rural,Meditation
106,8,Sunny,Rural,Meditation
70,11,Sunny,Suburban,Meditation
69,6,Sunny,Rural,Meditation
60,10,Sunny,Rural,Meditation
50,13,Sunny,Suburban,Meditation
102,13,Rainy,Rural,Walk
108,12,Sunny,Urban,Public Interaction
65,7,Rainy,Suburban,Walk
107,6,Rainy,Rural,Walk
84,8,Cloudy,Suburban,Meditation
77,11,Cloudy,Rural,Meditation
54,4,Snowy,Urban,Public Interaction
99,8,Rainy,Urban,Public Interaction
93,8,Sunny,Rural,Meditation
104,6,Rainy,Urban,Public Interaction
78,4,Sunny,Urban,Public Interaction
71,6,Rainy,Suburban,Walk
87,4,Rainy,Urban,Public Interaction
68,11,Rainy,Urban,Public Interaction
105,7,Sunny,Suburban,Meditation
94,8,Sunny,Suburban,Meditation
69,6,Rainy,Rural,Walk
84,12,Sunny,Rural,Meditation
71,11,Snowy,Suburban,Meditation
64,12,Sunny,Urban,Public Interaction
64,6,Sunny,Suburban,Meditation
67,5,Sunny,Urban,Public Interaction
71,7,Rainy,Rural,Walk
81,7,Snowy,Rural,Meditation
92,10,Sunny,Urban,Public Interaction
94,11,Cloudy,Rural,Reflection
69,6,Sunny,Rural,Meditation
73,10,Rainy,Rural,Walk
54,11,Cloudy,Suburban,Meditation
70,7,Rainy,Urban,Public Interaction
80,13,Cloudy,Urban,Public Interaction
51,5,Cloudy,Suburban,Meditation
89,13,Sunny,Suburban,Meditation
66,9,Sunny,Rural,Meditation
95,12,Sunny,Rural,Reflection
90,5,Sunny,Rural,Meditation
102,12,Sunny,Suburban,Reflection
60,11,Sunny,Urban,Public Interaction
65,6,Sunny,Rural,Meditation
84,10,Rainy,Urban,Public Interaction
105,12,Rainy,Suburban,Walk
88,5,Sunny,Rural,Meditation
75,6,Rainy,Urban,Public Interaction
91,7,Rainy,Urban,Public Interaction
75,5,Sunny,Urban,Public Interaction
83,11,Sunny,Rural,Meditation
80,9,Sunny,Rural,Meditation
60,13,Snowy,Urban,Public Interaction
105,7,Rainy,Suburban,Walk
69,11,Rainy,Rural,Walk
96,5,Snowy,Urban,Public Interaction
99,12,Sunny,Urban,Public Interaction
76,6,Sunny,Urban,Public Interaction
70,12,Sunny,Urban,Public Interaction
72,8,Sunny,Suburban,Meditation
96,4,Sunny,Urban,Public Interaction
74,4,Cloudy,Suburban,Meditation
88,13,Sunny,Rural,Meditation
106,10,Sunny,Rural,Meditation
84,7,Rainy,Urban,Public Interaction
62,13,Sunny,Suburban,Meditation
51,10,Sunny,Urban,Public Interaction
71,5,Sunny,Urban,Public Interaction
75,9,Sunny,Rural,Meditation
70,5,Cloudy,Rural,Meditation
77,12,Sunny,Suburban,Meditation
72,10,Rainy,Suburban,Walk
60,4,Sunny,Suburban,Meditation
87,6,Sunny,Rural,Meditation
92,12,Snowy,Suburban,Reflection
73,10,Rainy,Urban,Public Interaction
88,13,Rainy,Suburban,Walk
100,9,Sunny,Rural,Meditation
63,9,Sunny,Rural,Meditation
86,7,Sunny,Suburban,Meditation
51,13,Sunny,Suburban,Meditation
95,11,Sunny,Rural,Reflection
55,6,Sunny,Urban,Public Interaction
51,4,Rainy,Urban,Public Interaction
90,8,Sunny,Urban,Public Interaction
74,7,Cloudy,Suburban,Meditation
72,10,Snowy,Suburban,Meditation
57,9,Cloudy,Suburban,Meditation
72,8,Snowy,Suburban,Meditation
100,4,Sunny,Suburban,Meditation
51,6,Rainy,Suburban,Walk
108,12,Sunny,Rural,Reflection
58,11,Sunny,Suburban,Meditation
59,10,Sunny,Rural,Meditation
105,5,Snowy,Suburban,Meditation
73,12,Sunny,Rural,Meditation
103,13,Cloudy,Urban,Public Interaction
72,12,Rainy,Rural,Walk
75,12,Sunny,Suburban,Meditation
83,7,Cloudy,Urban,Public Interaction
83,10,Sunny,Suburban,Meditation
78,5,Cloudy,Urban,Public Interaction
61,7,Sunny,Urban,Public Interaction
87,12,Sunny,Urban,Public Interaction
51,13,Cloudy,Urban,Public Interaction
80,12,Sunny,Rural,Meditation
93,13,Rainy,Rural,Walk
65,11,Sunny,Urban,Public Interaction
103,8,Cloudy,Suburban,Meditation
105,4,Rainy,Rural,Walk
60,9,Sunny,Urban,Public Interaction
107,10,Cloudy,Suburban,Meditation
65,7,Rainy,Rural,Walk
61,4,Sunny,Urban,Public Interaction
88,11,Sunny,Rural,Meditation
91,8,Sunny,Suburban,Meditation
101,5,Rainy,Rural,Walk
53,10,Sunny,Rural,Meditation
82,10,Cloudy,Urban,Public Interaction
70,9,Cloudy,Suburban,Meditation
56,12,Sunny,Urban,Public Interaction
53,6,Rainy,Urban,Public Interaction
78,8,Rainy,Suburban,Walk
73,7,Sunny,Suburban,Meditation
61,8,Sunny,Rural,Meditation
80,13,Sunny,Rural,Meditation
60,4,Sunny,Suburban,Meditation
50,5,Sunny,Urban,Public Interaction
65,7,Sunny,Urban,Public Interaction
62,7,Sunny,Rural,Meditation
88,8,Sunny,Urban,Public Interaction
99,7,Sunny,Urban,Public Interaction
105,8,Sunny,Urban,Public Interaction
70,13,Sunny,Suburban,Meditation
100,5,Sunny,Rural,Meditation
78,5,Rainy,Suburban,Walk
75,9,Cloudy,Suburban,Meditation
76,6,Cloudy,Suburban,Meditation
53,5,Sunny,Suburban,Meditation
98,13,Sunny,Urban,Public Interaction
52,13,Snowy,Urban,Public Interaction
64,9,Sunny,Rural,Meditation
74,10,Sunny,Urban,Public Interaction
91,9,Rainy,Urban,Public Interaction
107,4,Sunny,Rural,Meditation
70,10,Sunny,Rural,Meditation
105,11,Sunny,Rural,Reflection
81,4,Rainy,Rural,Walk
67,4,Sunny,Urban,Public Interaction
89,10,Sunny,Rural,Meditation
69,6,Snowy,Urban,Public Interaction
56,8,Rainy,Rural,Walk
75,13,Sunny,Rural,Meditation
107,4,Sunny,Urban,Public Interaction
107,10,Rainy,Rural,Walk
52,11,Rainy,Rural,Walk
78,7,Snowy,Suburban,Meditation
73,7,Rainy,Rural,Walk
50,11,Rainy,Suburban,Walk
59,6,Sunny,Urban,Public Interaction
82,7,Sunny,Suburban,Meditation
60,8,Snowy,Suburban,Meditation
95,7,Sunny,Rural,Meditation
66,10,Sunny,Suburban,Meditation
80,13,Snowy,Urban,Public Interaction
73,10,Sunny,Suburban,Meditation
55,12,Sunny,Suburban,Meditation
104,12,Sunny,Suburban,Reflection
97,4,Sunny,Rural,Meditation
56,4,Cloudy,Suburban,Meditation
79,8,Sunny,Suburban,Meditation
68,10,Sunny,Urban,Public Interaction
57,9,Sunny,Urban,Public Interaction
90,8,Cloudy,Suburban,Meditation
55,11,Rainy,Rural,Walk
102,6,Sunny,Suburban,Meditation
55,6,Cloudy,Urban,Public Interaction
54,10,Snowy,Urban,Public Interaction
106,10,Sunny,Rural,Meditation
75,10,Sunny,Rural,Meditation
78,12,Cloudy,Urban,Public Interaction
103,11,Sunny,Urban,Public Interaction
72,10,Snowy,Rural,Meditation
61,12,Cloudy,Urban,Public Interaction
66,11,Sunny,Rural,Meditation
101,13,Rainy,Suburban,Walk
